iter	MultiClass
174	0.5081912863
175	0.5081698652
176	0.5077514693
177	0.507608259
178	0.5073917845
179	0.5070185828
180	0.5069925653
181	0.5060651086
182	0.5057015963
183	0.5056433099
184	0.5048012255
185	0.5046845985
186	0.5044652943
187	0.5043854484
188	0.5037510502
189	0.5034991378
190	0.5033933847
191	0.5029957071
192	0.5029391672
193	0.5029082258
194	0.5028370384
195	0.5026807101
196	0.5021486441
197	0.5014828978
198	0.5007650552
199	0.5006173243
200	0.5004041279
201	0.5001233976
202	0.5000474631
203	0.4999410986
204	0.4997907357
205	0.499451982
206	0.4994467426
207	0.4992584407
208	0.4991936565
209	0.4991500888
210	0.4990955168
211	0.4989042051
212	0.4985370385
213	0.4980504457
214	0.4978464281
215	0.497786334
216	0.497731653
217	0.4976653142
218	0.4976379786
219	0.4973407666
220	0.4967258775
221	0.4965059698
222	0.496380059
223	0.4955669205
224	0.495087064
225	0.4948779677
226	0.4945321047
227	0.494385182
228	0.4939246436
229	0.4937229725
230	0.4936095549
231	0.4933807678
232	0.4929768641
233	0.492909493
234	0.4928977965
235	0.4928632448
236	0.4927044003
237	0.4926450359
238	0.4924181043
239	0.4923345152
240	0.4921117907
241	0.4916480386
242	0.4913912387
243	0.4908588645
244	0.4907853024
245	0.4906855578
246	0.4901644823
247	0.4894746439
248	0.4891511103
249	0.4887171747
250	0.4881122905
251	0.4877067396
252	0.4869264216
253	0.4866151972
254	0.4865670449
255	0.486311296
256	0.4859541606
257	0.4858211475
258	0.485408954
259	0.4851530043
260	0.485082156
261	0.4844752888
262	0.4841069308
263	0.4835760518
264	0.4835086994
265	0.4832536055
266	0.4829160486
267	0.4825872224
268	0.4823274191
269	0.4819943399
270	0.4815497007
271	0.4813126808
272	0.4809926977
273	0.4807626755
274	0.4806388071
275	0.4799082951
276	0.4795718489
277	0.4792537841
278	0.4790349375
279	0.4789089991
280	0.4784811171
281	0.4781144098
282	0.4779962525
283	0.4778696398
284	0.4774780883
285	0.4770708841
286	0.4768423015
287	0.4764107226
288	0.4762263629
289	0.4757569043
290	0.4754434634
291	0.4753430415
292	0.4748762254
293	0.4746276278
294	0.4743092701
295	0.4740617218
296	0.4736421122
297	0.4732462442
298	0.4730927932
299	0.472987838
300	0.4725839006
301	0.4723041371
302	0.4719074397
303	0.4716557548
304	0.4713754189
305	0.4707852525
306	0.4703963785
307	0.4700365128
308	0.4697077515
309	0.4692932895
310	0.4688816734
311	0.4683973505
312	0.4677979395
313	0.4673930936
314	0.4670856453
315	0.4666593747
316	0.466292786
317	0.4658213489
318	0.4655839982
319	0.4652083099
320	0.4648762528
321	0.4643874282
322	0.4639001743
323	0.4634371397
324	0.4631059679
325	0.4626679111
326	0.4624369452
327	0.4620167475
328	0.4615747155
329	0.461259953
330	0.460926365
331	0.4604821536
332	0.4601750273
333	0.4597924894
334	0.4594383717
335	0.459126263
336	0.4588342267
337	0.458517112
338	0.4582397006
339	0.4578865109
340	0.4576812553
341	0.4574100452
342	0.4570942343
343	0.4569147232
344	0.4566057206
345	0.4563952412
346	0.4561424871
347	0.4558896798
348	0.4557011313
349	0.4555455707
350	0.4552497412
351	0.4549638556
352	0.454744382
353	0.4545631428
354	0.4543084508
355	0.4541045003
356	0.4538288557
357	0.4536058871
358	0.4533709867
359	0.4530366221
360	0.4527870043
361	0.4524902698
362	0.4522512331
363	0.4520255433
364	0.4518227669
365	0.4515501442
366	0.4513733111
367	0.4512009467
368	0.451031978
369	0.4508807438
370	0.4507282479
371	0.450456334
372	0.4502790441
373	0.4499991061
374	0.449833443
375	0.4496987095
376	0.4494980298
377	0.4492552871
378	0.4490499458
379	0.4488671305
380	0.4487090547
381	0.4485366564
382	0.4483507471
383	0.4482006221
384	0.4480360296
385	0.447899234
386	0.4477522455
387	0.4475838646
388	0.4474407579
389	0.4472312609
390	0.4470543727
391	0.4468730662
392	0.4466796147
393	0.4465466069
394	0.4463924163
395	0.4462270743
396	0.4460924517
397	0.4459029191
398	0.4457447295
399	0.4455122534
400	0.4453215041
401	0.4451786415
402	0.4449797792
403	0.444810556
404	0.4446635888
405	0.4444984366
406	0.4443350098
407	0.4442098666
408	0.4440563051
409	0.4438777091
410	0.4437356814
411	0.4436320719
412	0.4434867259
413	0.4433566808
414	0.4432252721
415	0.4430590326
416	0.4429266802
417	0.4428115825
418	0.4426360305
419	0.4424400128
420	0.4423053073
421	0.4421568279
422	0.4420464818
423	0.4419166446
424	0.4417925928
425	0.4416773735
426	0.441509974
427	0.4414061026
428	0.4412690451
429	0.4411223041
430	0.4410057899
431	0.4408495705
432	0.4407406257
433	0.4405728549
434	0.4404271946
435	0.4403310587
436	0.4402206157
437	0.4401121082
438	0.4399781282
439	0.4398944904
440	0.439749299
441	0.4396410647
442	0.4394705317
443	0.4393653116
444	0.4392709619
445	0.4391393685
446	0.4390076034
447	0.4389118154
448	0.4388070254
449	0.4386797972
450	0.4385958232
451	0.4385238193
452	0.4383941559
453	0.4382604862
454	0.438121585
455	0.4379840488
456	0.4378869889
457	0.4377770014
458	0.4376926843
459	0.4376174878
460	0.4375224533
461	0.4374188029
462	0.4372485432
463	0.4371417143
464	0.4370401107
465	0.4369025659
466	0.4367949685
467	0.4367179349
468	0.4366186077
469	0.4364957319
470	0.4363726192
471	0.4362959239
472	0.4361225349
473	0.435948883
474	0.4358581
475	0.4357918446
476	0.4356978835
477	0.4356016129
478	0.4355181925
479	0.4353885957
480	0.4352321835
481	0.4351621605
482	0.4350648975
483	0.4349739729
484	0.4348726492
485	0.4347666038
486	0.4346534059
487	0.4345476152
488	0.4344075185
489	0.4343242305
490	0.4342597906
491	0.4341747784
492	0.434077505
493	0.4339977262
494	0.4338958168
495	0.4337662366
496	0.4336366029
497	0.433514542
498	0.4334268279
499	0.4333055215
500	0.4331839757
501	0.4330775508
502	0.4329831781
503	0.4328885839
504	0.4327943921
505	0.432734508
506	0.432652537
507	0.4325545934
508	0.4324773098
509	0.4323798123
510	0.4323078604
511	0.4322065291
512	0.4321406925
513	0.4320824105
514	0.4319688409
515	0.4318809961
516	0.4317635718
517	0.4316426866
518	0.4315602581
519	0.4314773725
520	0.43137247
521	0.4312577971
522	0.4311622521
523	0.4310755575
524	0.4309558347
525	0.4308558674
526	0.4307748243
527	0.4306602977
528	0.4305575117
529	0.4304583344
530	0.4303883367
531	0.4302908686
532	0.4302039679
533	0.4301097886
534	0.4299748269
535	0.4298949452
536	0.4298318379
537	0.4297436437
538	0.4296812115
539	0.4295695007
540	0.4294574054
541	0.4293398173
542	0.4292760066
543	0.4292080767
544	0.429125903
545	0.429031889
546	0.4289477552
547	0.4288324184
548	0.4287625254
549	0.4286925961
550	0.4286116925
551	0.4285328216
552	0.4284412716
553	0.4283338288
554	0.4282411592
555	0.4281450011
556	0.4280670164
557	0.427977593
558	0.4279177044
559	0.4278573396
560	0.4277832091
561	0.4276966436
562	0.4276213113
563	0.4275513927
564	0.42749047
565	0.4273601808
566	0.4272597028
567	0.4272098527
568	0.4271089511
569	0.4270282898
570	0.4269398725
571	0.4268554349
572	0.4267605782
573	0.4266822266
574	0.4265492947
575	0.4264820594
576	0.4263917416
577	0.4262821849
578	0.4261623052
579	0.4260913556
580	0.426030619
581	0.4259512328
582	0.4258877227
583	0.4257839709
584	0.4257019203
585	0.4256371922
586	0.4255577726
587	0.4254648172
588	0.4253472898
589	0.4252606981
590	0.4251834928
591	0.4250982795
592	0.4250470561
593	0.424947248
594	0.4248756258
595	0.4248018761
596	0.4247248177
597	0.4246724496
598	0.4245946747
599	0.424488177
600	0.424428468
601	0.424341407
602	0.4242485003
603	0.4241695962
604	0.4240717679
605	0.4240080062
606	0.4239176
607	0.4238320435
608	0.4237605063
609	0.4236697443
610	0.4236028395
611	0.4235465723
612	0.4234882301
613	0.42340848
614	0.4233317771
615	0.4232406268
616	0.4231477593
617	0.4230742079
618	0.4229950167
619	0.4229037442
620	0.4228108775
621	0.4227521736
622	0.4226817314
623	0.4225975251
624	0.4225157112
625	0.4224603482
626	0.4223992615
627	0.422306866
628	0.4222073572
629	0.4221503752
630	0.4220656161
631	0.4219801127
632	0.4219186732
633	0.421885596
634	0.4218205537
635	0.4217550014
636	0.421685834
637	0.4216148361
638	0.4215624626
639	0.4215188957
640	0.4214449207
641	0.4213886867
642	0.4212772322
643	0.4212338509
644	0.421145101
645	0.4210572749
646	0.4209563656
647	0.4208817246
648	0.4208407063
649	0.4207679946
650	0.4207192467
651	0.4206379677
652	0.4205887995
653	0.4205329032
654	0.4204627791
655	0.4203835347
656	0.420308232
657	0.4202286695
658	0.4201596919
659	0.4201036869
660	0.4200506314
661	0.4199692514
662	0.4199168469
663	0.419866351
664	0.4197728196
665	0.4196766087
666	0.419581013
667	0.4195321144
668	0.4194722987
669	0.419392762
670	0.4192917412
671	0.4192136867
672	0.4191476986
673	0.4190616972
674	0.4190305367
675	0.4189418412
676	0.418884505
677	0.4188356718
678	0.4187805771
679	0.418694686
680	0.4186222351
681	0.4185580053
682	0.418496366
683	0.4184297652
684	0.4183796786
685	0.4182933924
686	0.4182547835
687	0.4181739251
688	0.4181006303
689	0.4179956243
690	0.4179515869
691	0.4179080564
692	0.4178369096
693	0.4177752056
694	0.4177183965
695	0.4176666894
696	0.4175999263
697	0.4174921855
698	0.4173985917
699	0.4173278045
700	0.4172507657
701	0.4172156993
702	0.4171586019
703	0.4170614516
704	0.4170328898
705	0.4169907451
706	0.4169334512
707	0.4168904593
708	0.416805531
709	0.4167381184
710	0.4166759217
711	0.4166189295
712	0.4165684864
713	0.4165216809
714	0.4164636202
715	0.4164015714
716	0.4163506343
717	0.4162504689
718	0.4161831375
719	0.4161060392
720	0.4160454205
721	0.4159836772
722	0.4159116652
723	0.4158601826
724	0.4157963857
725	0.4157105963
726	0.4156679791
727	0.4155827077
728	0.4155301
729	0.4154626709
730	0.4153726432
731	0.4153059622
732	0.4152315505
733	0.4151455336
734	0.4151036581
735	0.4150368233
736	0.414999268
737	0.4149175766
738	0.4148706481
739	0.414834975
740	0.4147718619
741	0.414731603
742	0.4146411202
743	0.4145598491
744	0.4144998056
745	0.4144234777
746	0.4143589064
747	0.4142909681
748	0.414246135
749	0.4141732021
750	0.4141300257
751	0.4140528508
752	0.4140197424
753	0.4139643253
754	0.4138983129
755	0.4138402633
756	0.4137640739
757	0.4137111255
758	0.4136645576
759	0.4136106612
760	0.4135638104
761	0.413497333
762	0.4134478838
763	0.413386132
764	0.4133188841
765	0.4132620463
766	0.4132519502
767	0.4131942035
768	0.4131315928
769	0.4130632852
770	0.41300316
771	0.412952397
772	0.4128952945
773	0.4128327796
774	0.4127829939
775	0.4127416108
776	0.4127207603
777	0.4126647317
778	0.4125958528
779	0.4125508619
780	0.4125178117
781	0.4124377682
782	0.4123768808
783	0.4123332218
784	0.4122324265
785	0.4121517053
786	0.4120965242
787	0.412032203
788	0.4119402425
789	0.4119046063
790	0.411857582
791	0.4118004706
792	0.4117309393
793	0.4116673957
794	0.4116294204
795	0.4115883795
796	0.4115480955
797	0.4114990141
798	0.4114131688
799	0.4113678007
800	0.4112972031
801	0.4112279639
802	0.411180609
803	0.4110987829
804	0.411047098
805	0.4109670641
806	0.4109294396
807	0.4108499802
808	0.4107692098
809	0.4107128206
810	0.4106714182
811	0.4106108052
812	0.4105510132
813	0.4104664908
814	0.4104104692
815	0.4103731513
816	0.4103447957
817	0.4103208269
818	0.4102760237
819	0.4101820723
820	0.410137327
821	0.4100821885
822	0.4099965299
823	0.4099083234
824	0.4098984404
825	0.4098109174
826	0.4097502952
827	0.409672157
828	0.4096350183
829	0.4095693998
830	0.4095142894
831	0.409414468
832	0.4093511843
833	0.4092794645
834	0.4092451466
835	0.4091609215
836	0.4090804621
837	0.4090338757
838	0.408996308
839	0.4089513254
840	0.4088894037
841	0.4088228703
842	0.408773113
843	0.4086822815
844	0.4086490919
845	0.408599914
846	0.4085355982
847	0.4084580922
848	0.4083905568
849	0.4083412204
850	0.408304556
851	0.4082373662
852	0.408204379
853	0.4081330313
854	0.4080698502
855	0.4079865871
856	0.4078949042
857	0.4078494415
858	0.4078108604
859	0.4077572615
860	0.4076869881
861	0.407631331
862	0.4075819252
863	0.407532548
864	0.4074651832
865	0.4074367631
866	0.4073899102
867	0.4073016523
868	0.4072551396
869	0.4072232295
870	0.4071657371
871	0.4070841802
872	0.4070201365
873	0.4069710062
874	0.4069259682
875	0.4068672781
876	0.4068124819
877	0.4067705368
878	0.4067181519
879	0.4066646593
880	0.4066151863
881	0.4065710766
882	0.4064925214
883	0.4064446768
884	0.4063715217
885	0.406324469
886	0.4062723054
887	0.4062281815
888	0.4061749842
889	0.4061065914
890	0.4060272018
891	0.4059726332
892	0.4059232691
893	0.4058741384
894	0.4058258841
895	0.4057918214
896	0.4056962318
897	0.4056183053
898	0.405552895
899	0.4055110207
900	0.4054579684
901	0.405402892
902	0.4053558403
903	0.4052927453
904	0.4052557914
905	0.4051937131
906	0.4051605284
907	0.4051216305
908	0.4050652607
909	0.4050281697
910	0.4049627958
911	0.4049217769
912	0.4048998872
913	0.4048622083
914	0.4048052202
915	0.4047544024
916	0.4046889848
917	0.4046019119
918	0.4045668542
919	0.4045134523
920	0.4044655875
921	0.4044070218
922	0.4043365604
923	0.4042971507
924	0.4042687581
925	0.4042376867
926	0.4041676408
927	0.404087381
928	0.4040557789
929	0.4040156501
930	0.4039726713
931	0.4039115268
932	0.4038962347
933	0.4038313901
934	0.4038012278
935	0.4037629898
936	0.4036953582
937	0.4036397975
938	0.4035747688
939	0.4034978816
940	0.403444168
941	0.4034074954
942	0.4033553755
943	0.4033359943
944	0.4033003959
945	0.403247663
946	0.4032014042
947	0.403171725
948	0.4031408393
949	0.4030990716
950	0.4030618896
951	0.4030501277
952	0.4030023067
953	0.4029542362
954	0.402899482
955	0.4028573628
956	0.402800223
957	0.4027603246
958	0.4026947032
959	0.4026524315
960	0.4025984647
961	0.4025464176
962	0.4024992964
963	0.4024467646
964	0.4024129676
965	0.4023304736
966	0.4022908563
967	0.402240023
968	0.4021896411
969	0.4021207554
970	0.4020633687
971	0.4019985814
972	0.4019425059
973	0.4018959198
974	0.4018186258
975	0.401768126
976	0.4017121254
977	0.4016636177
978	0.4016001723
979	0.4015309627
980	0.4014735833
981	0.4014317154
982	0.401377069
983	0.4013447179
984	0.4013071495
985	0.4012227637
986	0.4011913881
987	0.4011522192
988	0.4011048255
989	0.4010384477
990	0.4009843378
991	0.4009133674
992	0.4008651696
993	0.4008045826
994	0.4007611791
995	0.4007257816
996	0.4006947998
997	0.4006728794
998	0.4006220159
999	0.4005703076
1000	0.4005127851
1001	0.4005040096
1002	0.4004574443
1003	0.400413165
1004	0.4003517192
1005	0.4002866581
1006	0.4002297775
1007	0.4001814305
1008	0.4001192805
1009	0.4000498206
1010	0.400032808
1011	0.3999773723
1012	0.3999394258
1013	0.3998891834
1014	0.399844659
1015	0.3997968901
1016	0.3997574331
1017	0.3997439685
1018	0.3997022821
1019	0.3996316954
1020	0.3995754133
1021	0.3995298102
1022	0.3994462551
1023	0.3994075691
1024	0.3993428326
1025	0.3992766069
1026	0.3992242947
1027	0.3991574596
1028	0.3990766696
1029	0.3990329516
1030	0.3989973519
1031	0.3989592979
1032	0.3989194214
1033	0.3988954803
1034	0.3988375992
1035	0.3987987186
1036	0.3987469888
1037	0.398680093
1038	0.3986034199
1039	0.3985534342
1040	0.3985119671
1041	0.3984723649
1042	0.3984400495
1043	0.3983963077
1044	0.3983261745
1045	0.3982824334
1046	0.3982274583
1047	0.3981698262
1048	0.3981112388
1049	0.3980586521
1050	0.3980125914
1051	0.3979433389
1052	0.3979211196
1053	0.3978411918
1054	0.3977780005
1055	0.3977199318
1056	0.3976986485
1057	0.3976786254
1058	0.3976103061
1059	0.3975804979
1060	0.3975645766
1061	0.3975432422
1062	0.3974803074
1063	0.397415248
1064	0.3973800244
1065	0.3973345582
1066	0.3972643007
1067	0.3972320874
1068	0.3972040674
1069	0.3971654039
1070	0.3971144951
1071	0.3970417674
1072	0.3969941417
1073	0.3968997736
1074	0.3968714862
1075	0.3968205486
1076	0.396762771
1077	0.39671774
1078	0.3966770019
1079	0.3966571888
1080	0.3965995945
1081	0.3965642453
1082	0.3965365221
1083	0.3965123036
1084	0.3964495551
1085	0.3964057015
1086	0.3963567529
1087	0.3963023838
1088	0.3962919897
1089	0.396264727
1090	0.3962076554
1091	0.3961825187
1092	0.39611265
1093	0.3960416171
1094	0.3959860701
1095	0.3959368627
1096	0.3959084404
1097	0.3958765709
1098	0.3958121009
1099	0.3957238452
1100	0.3956490481
1101	0.3956002599
1102	0.3955578452
1103	0.3954773506
1104	0.3954253338
1105	0.3953922919
1106	0.395340641
1107	0.3952872768
1108	0.3952336814
1109	0.3952089275
1110	0.395130039
1111	0.3950797382
1112	0.3950270805
1113	0.3949679956
1114	0.394890792
1115	0.3948464025
1116	0.3948292823
1117	0.3947842196
1118	0.3947313141
1119	0.3946844292
1120	0.3946153837
1121	0.3945684851
1122	0.3945038037
1123	0.3944627499
1124	0.3944028216
1125	0.3943363454
1126	0.3942975748
1127	0.3942598861
1128	0.3942264807
1129	0.3941376089
1130	0.3940717908
1131	0.394052957
1132	0.3939949839
1133	0.3939574525
1134	0.3938658008
1135	0.3938219345
1136	0.3937762233
1137	0.3937279247
1138	0.3936917692
1139	0.393632251
1140	0.3935706522
1141	0.3935105523
1142	0.3934659784
1143	0.3934008783
1144	0.3933703985
1145	0.3933052716
1146	0.3932646331
1147	0.3932286027
1148	0.3931796252
1149	0.3931578317
1150	0.3931072651
1151	0.3930466624
1152	0.3930060014
1153	0.3929830294
1154	0.3929337933
1155	0.3928717783
1156	0.3928079339
1157	0.3927424239
1158	0.3927012241
1159	0.3926816956
1160	0.3926456729
1161	0.3926021467
1162	0.3925832378
1163	0.3925451371
1164	0.392517135
1165	0.3924474138
1166	0.3923923562
1167	0.3923549529
1168	0.3923332782
1169	0.3923022106
1170	0.3922329031
1171	0.3921965655
1172	0.3921569927
1173	0.3921078985
1174	0.3920797804
1175	0.3919966919
1176	0.3919680059
1177	0.3919567856
1178	0.3919074026
1179	0.3918350388
1180	0.3917887146
1181	0.3917345568
1182	0.3916996078
1183	0.3916395171
1184	0.3915750214
1185	0.391551969
1186	0.3914846446
1187	0.3914372662
1188	0.3914111258
1189	0.3913462189
1190	0.3913232589
1191	0.391262991
1192	0.3912137554
1193	0.3911929273
1194	0.3911318848
1195	0.3911120694
1196	0.391068397
1197	0.3910194096
1198	0.390953562
1199	0.3908937132
1200	0.3908526984
1201	0.3907970187
1202	0.390790686
1203	0.3907464108
1204	0.3906863055
1205	0.3906464023
1206	0.3905778982
1207	0.3905261324
1208	0.3904898336
1209	0.3904293248
1210	0.3903625927
1211	0.390358876
1212	0.3902979363
1213	0.3902348435
1214	0.3902043198
1215	0.390165368
1216	0.3901543272
1217	0.3901260085
1218	0.3900843573
1219	0.3900467679
1220	0.3899880138
1221	0.3899311392
1222	0.3898869416
1223	0.3898474187
1224	0.3897768608
1225	0.3897384128
1226	0.3896787017
1227	0.389622138
1228	0.3896055758
1229	0.3895480304
1230	0.3895429615
1231	0.3895132795
1232	0.3894637661
1233	0.3894244887
1234	0.3894043669
1235	0.3893299208
1236	0.3892751637
1237	0.3892262483
1238	0.3891549554
1239	0.3891202614
1240	0.3890699732
1241	0.3890246398
1242	0.3889620891
1243	0.3888965068
1244	0.388860264
1245	0.3888351691
1246	0.3887900439
1247	0.388744932
1248	0.388711603
1249	0.3886736114
1250	0.3886306593
1251	0.3885891992
1252	0.388533035
1253	0.388481872
1254	0.3884480999
1255	0.3884054712
1256	0.3883513353
1257	0.3883179357
1258	0.3882626824
1259	0.3882233696
1260	0.3881672228
1261	0.3881231586
1262	0.3880737212
1263	0.3880630679
1264	0.3880103125
1265	0.3879768944
1266	0.3879045281
1267	0.3878633107
1268	0.3878009605
1269	0.3877603693
1270	0.3877144207
1271	0.3876476822
1272	0.3875936939
1273	0.3875430054
1274	0.3875217155
1275	0.3874881896
1276	0.3874328404
1277	0.3873727798
1278	0.3873084601
1279	0.3872491836
1280	0.3871864006
1281	0.3871485155
1282	0.3871020988
1283	0.3870696936
1284	0.3870310896
1285	0.386971108
1286	0.3869112696
1287	0.3868546555
1288	0.3868292487
1289	0.3867719792
1290	0.3867149902
1291	0.3866715306
1292	0.3866426082
1293	0.3866317604
1294	0.3865768133
1295	0.3865289012
1296	0.3864859054
1297	0.38641313
1298	0.3863852509
1299	0.386317913
1300	0.3862706902
1301	0.3862191817
1302	0.3861536972
1303	0.3861272178
1304	0.3860849009
1305	0.3860265905
1306	0.3859724678
1307	0.3859016461
1308	0.3858402563
1309	0.3858105636
1310	0.3857655898
1311	0.3857035672
1312	0.3856517064
1313	0.3856253281
1314	0.3856067752
1315	0.3855531026
1316	0.3855066481
1317	0.3854717354
1318	0.3854260477
1319	0.3853910239
1320	0.3853564545
1321	0.3853286609
1322	0.3852833152
1323	0.3852464976
1324	0.3851994513
1325	0.3851498737
1326	0.3851158122
1327	0.3851061188
1328	0.3850582098
1329	0.3850155163
1330	0.3849529254
1331	0.3848894132
1332	0.3848522738
1333	0.384812664
1334	0.3847597534
1335	0.3847097508
1336	0.3846641994
1337	0.3846260193
1338	0.3845845863
1339	0.3845437599
1340	0.3844919271
1341	0.3844616965
1342	0.3844286882
1343	0.3844160887
1344	0.3843925309
1345	0.3843404814
1346	0.3842821026
1347	0.384249581
1348	0.3842051944
1349	0.3841738034
1350	0.3841359968
1351	0.3840947042
1352	0.3840362531
1353	0.3839895945
1354	0.3839360005
1355	0.3838787973
1356	0.3838365232
1357	0.3837926315
1358	0.3837309992
1359	0.3836638918
1360	0.3836150223
1361	0.3835791838
1362	0.3835271723
1363	0.3834966856
1364	0.3834774219
1365	0.3834257433
1366	0.3833829337
1367	0.3833109697
1368	0.3832915611
1369	0.3832527387
1370	0.3832145559
1371	0.3831538534
1372	0.3830764824
1373	0.3830399275
1374	0.3830095689
1375	0.3829753934
1376	0.382912851
1377	0.3828611395
1378	0.3828156602
1379	0.3827778287
1380	0.3827484821
1381	0.3826955302
1382	0.3826492207
1383	0.3826066366
1384	0.382566172
1385	0.3825271704
1386	0.3824671512
1387	0.382452199
1388	0.3824097061
1389	0.3823716768
1390	0.3823156094
1391	0.3822587518
1392	0.3822226657
1393	0.382189694
1394	0.3821771078
1395	0.3821335117
1396	0.3820877073
1397	0.3820605637
1398	0.3820322848
1399	0.3819638446
1400	0.381915015
1401	0.3818805679
1402	0.3818364017
1403	0.3818065418
1404	0.3817687748
1405	0.3817491359
1406	0.3817102515
1407	0.3816911603
1408	0.3816756171
1409	0.3816242803
1410	0.3815688547
1411	0.381493823
1412	0.3814707225
1413	0.3814182975
1414	0.3813925126
1415	0.3813780489
1416	0.3813492476
1417	0.3813025722
1418	0.3812177327
1419	0.3811790118
1420	0.381149086
1421	0.3810720018
1422	0.381032058
1423	0.3809821413
1424	0.3809380345
1425	0.3808683254
1426	0.380804904
1427	0.3807433767
1428	0.380712672
1429	0.3806844408
1430	0.3806316435
1431	0.3805964067
1432	0.3805544859
1433	0.3804903114
1434	0.3804421139
1435	0.3804010422
1436	0.3803423133
1437	0.3802948768
1438	0.3802294906
1439	0.3802258364
1440	0.3801820189
1441	0.380144724
1442	0.3800913699
1443	0.3800546197
1444	0.3800289059
1445	0.3799673368
1446	0.379913287
1447	0.3798737962
1448	0.3798360789
1449	0.3797870258
1450	0.3797512584
1451	0.3796985218
1452	0.3796476972
1453	0.3795871538
1454	0.3795508066
1455	0.379519068
1456	0.3794762197
1457	0.3794536897
1458	0.379409539
1459	0.3793512011
1460	0.3793238917
1461	0.3792873413
1462	0.3792400608
1463	0.3791890596
1464	0.3791132157
1465	0.3790962389
1466	0.3790567505
1467	0.3789910308
1468	0.378945481
1469	0.3788916282
1470	0.3788448826
1471	0.378783387
1472	0.3787673808
1473	0.3787422607
1474	0.3786829185
1475	0.3786449731
1476	0.3785751455
1477	0.3785170776
1478	0.3784877316
1479	0.3784620269
1480	0.3784298382
1481	0.3783724011
1482	0.3783339591
1483	0.3782689065
1484	0.3782154905
1485	0.378152299
1486	0.3781346009
1487	0.378102637
1488	0.3780352494
1489	0.3779885157
1490	0.3779637907
1491	0.3779325777
1492	0.3779064368
1493	0.3778820713
1494	0.3778471126
1495	0.3778061242
1496	0.3777684698
1497	0.3777291582
1498	0.3777105128
1499	0.3776881329
1500	0.3776563401
1501	0.3776470531
1502	0.377626076
1503	0.377598656
1504	0.3775716294
1505	0.377534246
1506	0.3775164634
1507	0.3774738918
1508	0.3774557759
1509	0.3774219353
1510	0.3773811247
1511	0.3773465761
1512	0.3773018237
1513	0.3772514479
