iter	MultiClass
1514	0.3772156956
1515	0.3771746914
1516	0.377140985
1517	0.3770849895
1518	0.3770421269
1519	0.3770072377
1520	0.3769927654
1521	0.3769183942
1522	0.3768742275
1523	0.3768210261
1524	0.3768028529
1525	0.3767751062
1526	0.3767642511
1527	0.3766946221
1528	0.3766320941
1529	0.3765895183
1530	0.3765683853
1531	0.376534582
1532	0.376484391
1533	0.3764542363
1534	0.3764303176
1535	0.3763858885
1536	0.3763323561
1537	0.3762706984
1538	0.3762355168
1539	0.3762063298
1540	0.3761669707
1541	0.3761509954
1542	0.3761301045
1543	0.3760975381
1544	0.3760404356
1545	0.3760190494
1546	0.3759874191
1547	0.3759653915
1548	0.3759303379
1549	0.3758912801
1550	0.3758512293
1551	0.375803569
1552	0.3757969957
1553	0.3757538194
1554	0.3757238502
1555	0.3756713277
1556	0.3756344125
1557	0.3756037477
1558	0.3755603879
1559	0.3755190834
1560	0.3755082871
1561	0.3754855438
1562	0.3754569251
1563	0.3753950694
1564	0.3753543991
1565	0.3752984535
1566	0.375290009
1567	0.3752783033
1568	0.3752338853
1569	0.3751635717
1570	0.3751111264
1571	0.3750759192
1572	0.3750421035
1573	0.3750011999
1574	0.374969258
1575	0.3749246392
1576	0.3748774793
1577	0.3748417829
1578	0.3747988367
1579	0.3747345045
1580	0.3746770087
1581	0.3746429983
1582	0.374589695
1583	0.3745438052
1584	0.3745178035
1585	0.3744798654
1586	0.3744332305
1587	0.374381297
1588	0.3743326089
1589	0.3742839985
1590	0.374218418
1591	0.374170088
1592	0.3741320467
1593	0.3740900057
1594	0.3740111872
1595	0.3739381823
1596	0.373903383
1597	0.3738672428
1598	0.373831949
1599	0.3737837039
1600	0.3737274151
1601	0.3736952387
1602	0.3736565932
1603	0.3736076522
1604	0.373545747
1605	0.3735001935
1606	0.3734385714
1607	0.3734034564
1608	0.373348771
1609	0.373318099
1610	0.3732963427
1611	0.3732642868
1612	0.3732251963
1613	0.3731913257
1614	0.3731663728
1615	0.3731082172
1616	0.3730531115
1617	0.3729995817
1618	0.3729647929
1619	0.3729391948
1620	0.3728892514
1621	0.3728363524
1622	0.372797283
1623	0.3727612832
1624	0.3727046086
1625	0.3726690521
1626	0.3726493679
1627	0.3726235685
1628	0.3725854385
1629	0.3725576747
1630	0.372531326
1631	0.3725000031
1632	0.3724768668
1633	0.3724274245
1634	0.3723806108
1635	0.3723222027
1636	0.3722933438
1637	0.3722769435
1638	0.3722417485
1639	0.3722070897
1640	0.3721837427
1641	0.3721248469
1642	0.372079736
1643	0.3720555212
1644	0.3720402956
1645	0.3720057652
1646	0.3719706416
1647	0.3719124559
1648	0.3718820648
1649	0.3718307599
1650	0.3718022717
1651	0.3717603469
1652	0.3717221744
1653	0.3717068658
1654	0.3716468926
1655	0.3715918978
1656	0.3715546792
1657	0.3715011121
1658	0.3714500458
1659	0.3713948514
1660	0.3713554575
1661	0.3713183909
1662	0.3712825621
1663	0.3712382502
1664	0.3711859698
1665	0.3711511254
1666	0.3710995785
1667	0.3710551301
1668	0.3710141289
1669	0.3709755321
1670	0.3709566624
1671	0.3709268308
1672	0.3708994538
1673	0.3708759719
1674	0.3708020916
1675	0.3707884656
1676	0.3707550886
1677	0.370712815
1678	0.370678813
1679	0.3706503336
1680	0.370614207
1681	0.3705663754
1682	0.3705063029
1683	0.3704575779
1684	0.3704044893
1685	0.3703789938
1686	0.3703553861
1687	0.3703147048
1688	0.3702836716
1689	0.3702490593
1690	0.3702159683
1691	0.3701840557
1692	0.3701331139
1693	0.3700847172
1694	0.3700714758
1695	0.3700232761
1696	0.3699966646
1697	0.3699430766
1698	0.3698737877
1699	0.3698511403
1700	0.3698424664
1701	0.3697811242
1702	0.3697660434
1703	0.3697086455
1704	0.36967659
1705	0.3696476091
1706	0.3696164884
1707	0.3695718074
1708	0.3695298211
1709	0.3695106535
1710	0.3694767277
1711	0.3694507676
1712	0.3694195832
1713	0.369364467
1714	0.3693285582
1715	0.3692899062
1716	0.3692379155
1717	0.3692005539
1718	0.3691738606
1719	0.369143383
1720	0.369095974
1721	0.3690494362
1722	0.3689944556
1723	0.3689671073
1724	0.3689166995
1725	0.3688959122
1726	0.3688477841
1727	0.3688105182
1728	0.3687538747
1729	0.3687015721
1730	0.3686538311
1731	0.3686036337
1732	0.3685680953
1733	0.3685246534
1734	0.3684829558
1735	0.3684552873
1736	0.3684216693
1737	0.3683781226
1738	0.3683353275
1739	0.3682950957
